Component1_fraction,Component2_fraction,Component3_fraction,Component4_fraction,Component5_fraction,Component1_Property1,Component2_Property1,Component3_Property1,Component4_Property1,Component5_Property1,Component1_Property2,Component2_Property2,Component3_Property2,Component4_Property2,Component5_Property2,Component1_Property3,Component2_Property3,Component3_Property3,Component4_Property3,Component5_Property3,Component1_Property4,Component2_Property4,Component3_Property4,Component4_Property4,Component5_Property4,Component1_Property5,Component2_Property5,Component3_Property5,Component4_Property5,Component5_Property5,Component1_Property6,Component2_Property6,Component3_Property6,Component4_Property6,Component5_Property6,Component1_Property7,Component2_Property7,Component3_Property7,Component4_Property7,Component5_Property7,Component1_Property8,Component2_Property8,Component3_Property8,Component4_Property8,Component5_Property8,Component1_Property9,Component2_Property9,Component3_Property9,Component4_Property9,Component5_Property9,Component1_Property10,Component2_Property10,Component3_Property10,Component4_Property10,Component5_Property10,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
0.09,0.22,0.19,0.5,0,0.967056038,-0.001359855,1.902792865,0.862924571,-1.040652046,1.933236992,-1.263289679,-0.561856073,-0.182841169,1.128798574,1.05309265,-0.867915144,-0.906549511,-1.072577002,-1.084594643,-0.239876838,0.060962596,0.688112193,-1.973720595,1.091355728,0.5167121,-0.979249774,-0.830524224,-0.248825663,0.870001335,0.322037983,-0.142299922,0.073367888,-1.026852696,-1.133779707,0.398657095,-0.716559474,0.413953938,0.246271894,-0.790504493,1.329193599,-1.783964915,-0.5017914,-0.773054008,0.601458777,1.044627764,0.381280059,-0.116032892,-0.436352639,0.399975204,0.236728905,-0.083787562,-0.377178045,1.854685317,1.647448157,-0.173669812,-1.078287801,-0.296819245,-1.366638109,-0.930521551,-1.318104563,-0.301204501,-1.086931748,-1.15183814,0.397071224
0,0.5,0.13,0.27,0.1,-1.30797558,-0.360812345,1.399705102,-0.855827849,1.032028863,0.300733781,0.316898143,-1.151634865,-0.145054782,-1.543376966,0.269534891,1.415165632,-0.314386236,-0.384454464,-0.447277828,1.334104838,-0.169925461,-1.786599295,0.632430806,-0.368866159,0.032872798,0.279147789,-0.363475538,1.779019502,0.697005177,0.807079214,-0.333869799,1.0295534,0.593339009,-0.842028166,1.270614227,0.748574863,-0.308462338,-0.450096178,-0.427174644,0.26633683,1.129719043,-0.936275063,0.235089,0.570599055,-0.702417287,0.560107975,1.241918712,-1.693719774,0.822662735,1.586728405,-1.139599686,-0.746539363,-0.832638952,0.608968319,-1.033919094,-1.373329681,-1.07484535,-1.290464452,-0.272107113,-0.828979058,-1.064779574,-1.01566066,-1.118907324,-1.620616079
0,0,0.5,0.5,0,-1.154298929,0.082796321,-0.550197121,0.303433285,-0.978031264,-1.391771055,0.787835698,-2.183934942,0.693537852,1.1171463,-0.332472884,-0.727217441,-1.124714929,-1.72007423,-0.478743448,0.806059372,-2.580668409,-1.451338102,1.930436172,1.630119879,1.444858539,-1.193368994,-0.506620213,0.522942836,-0.603876816,0.153004362,1.58199717,-0.176076557,0.592922328,0.092940002,0.745591527,-0.468523269,-0.471189354,1.387017399,-0.44326305,0.104934102,-0.38528632,0.523690502,-0.462750923,0.216322469,0.053285434,-0.211509013,-0.556163238,0.559434296,-0.950578247,-0.743307029,0.280023231,-1.035916412,-0.960777626,0.457198493,-0.41739319,-0.661551287,1.432026073,-0.383635202,1.879738329,0.283826924,1.395311828,0.550108076,-0.327667282,0.030156405
0.5,0.14,0,0.12,0.24,-1.111220092,-0.366434114,-1.216551101,-0.913740808,-1.418134808,0.764680767,-0.213296455,-0.234145724,0.699172664,-0.022874127,0.255569508,-0.327271194,-0.194048962,0.824273902,-0.290501756,-1.021790316,0.203569925,-0.801553521,-1.329788245,0.473487316,-0.394890989,0.208881935,-0.815373875,-0.015524524,-0.881925846,-0.383328897,0.63053905,0.018457361,-0.628645271,-0.462434354,-1.076169706,-0.513220149,-1.26511384,2.52755079,0.377489451,0.987698103,-0.273957295,0.090512802,1.23266056,-0.871439155,0.421402394,-0.040115052,0.543216518,-0.047323903,-0.120435872,-0.201428827,2.066223564,-1.431813391,-1.352881969,-1.060846275,-0.529651487,0.67059931,-1.07484535,0.044388204,-0.308871371,0.07744869,-1.064620991,1.05603036,0.095673798,-0.906474554
0,0.13,0.5,0.25,0.12,-1.589901261,-0.271034401,0.654515721,1.379732603,-1.107291274,-0.976349973,0.939616897,-0.643721263,-0.262722918,0.831784491,0.039106066,0.282418851,0.157439766,-0.694912081,1.437899238,-0.092633391,0.339386429,1.53836223,-0.133189548,0.030931049,-1.015374072,-0.612078749,-0.715938826,-2.406861195,0.807651774,-0.282368864,2.195558991,-0.003812515,0.30680189,0.245871956,-0.898081438,0.837548933,0.320137611,-0.461974524,-0.59719985,-0.740326043,2.458601577,-0.696178888,0.468407071,-2.347562537,1.461192945,0.528720165,1.432465255,0.396107886,1.088023952,-0.479105675,-0.382582739,0.355759565,0.609689961,-1.357455798,0.537219867,0.411524955,0.792965852,1.248657447,-0.738411592,0.830229207,0.76843493,0.206923883,0.795839551,-0.35562045
0.23,0.19,0.21,0.18,0.19,0.545031563,0.346167672,1.970337518,0.836673368,-0.629933388,-0.516993275,-1.030939694,0.539330566,0.664700872,-1.779276062,-0.099051476,-0.044573032,-1.275785823,-0.992329476,-0.227294502,-0.869469509,-0.332905266,-1.693279169,-1.867243592,-1.346979648,-0.082286112,-1.466256019,0.355556537,-0.461035962,-0.068652898,0.979360879,1.179179033,-0.733915119,1.025992001,-0.326974852,0.841744973,-0.708375539,1.149816202,1.827788905,0.877083229,1.175217376,0.770226245,0.289521388,-0.19436052,0.449426699,1.019676372,-1.422693002,0.703298321,1.071925134,-0.590930604,0.143217143,0.485444915,0.409585457,1.200665525,0.260382828,0.92242926,-0.122308841,0.324184553,-0.851559095,-1.185331281,0.73401028,0.308228314,0.553327714,0.734608815,-0.462872474
0,0.48,0.06,0.31,0.15,-0.025608727,0.182795663,-0.431394469,-1.05621871,-1.408758434,-0.740605886,0.361081026,-0.338973102,-0.60677792,1.273144089,-0.183841304,-2.490498372,2.132183087,0.289123211,1.437899238,-0.356656124,0.563483661,0.231880466,-1.674570921,-0.196760944,1.736408243,-0.312107431,0.545545395,-0.785209977,-0.751360133,-0.624902167,0.509609513,0.348575523,0.556532253,1.836633076,0.579411356,-0.112417143,-0.268582759,-2.779949026,-0.570142075,0.300127432,0.189798755,-1.758830491,-0.43140969,-0.698485231,0.021508772,-0.288326547,-0.934417994,1.830402195,0.316078252,-0.294123893,0.68775415,-0.030202261,0.355462832,1.008836765,-0.809044611,0.002360551,-1.48534326,-0.496082029,-0.581461632,0.476719355,-1.467420718,-1.337917203,0.961265448,-0.192883747
0.2,0,0.3,0.5,0,-0.347403932,-1.503053553,0.030926698,0.24632189,0.028170846,-0.635685013,-1.256532297,-0.648463454,0.929205584,0.848192795,-3.004848741,0.027729954,-0.84118646,0.961196244,-0.714183571,-0.209412677,-0.713191477,-1.01584418,-1.289225577,-1.204805775,-1.011936492,-0.281956992,0.27144598,0.618762946,-0.625433119,-1.768619646,0.047756234,-1.171889348,-0.046404068,0.844927441,-0.656187092,0.325738184,-0.585327459,-0.164591632,0.283031003,0.874196338,0.450026044,-2.671095494,-1.463929213,-0.324245717,0.15130077,-0.882354612,0.031181816,0.330683523,1.687020068,-0.849885937,0.215353442,-1.738419756,0.088421836,-1.675202215,-0.406775774,-0.24562607,0.682570256,-1.170762991,0.939241766,-1.157487142,0.659964453,-1.291964181,-0.814811818,-0.084805648
0,0.22,0.2,0.5,0.08,0.026480869,-0.77869716,0.677596808,-0.186522371,0.49715697,-2.19375998,1.179763862,0.579763983,-0.588216186,1.273144089,1.510458955,0.256363721,-0.73643243,-0.155749013,-1.7227395,1.471193565,-0.713191477,-0.525049444,-0.477972223,0.271450759,0.552591835,-1.123869677,0.042101043,-0.951072505,-0.264023953,0.134598779,-0.877968618,-0.444515896,0.510419639,-0.56131691,-1.133932867,1.678186023,-0.153222292,-1.092163236,-1.084849205,-1.01287881,-1.783964915,-0.343569026,1.963209786,-0.150507224,1.784218374,1.885967602,0.217943919,-2.005013111,1.167468272,-1.01424613,-1.805663934,0.878927111,-0.044329831,0.698366984,0.185890768,0.352300233,-0.108941025,-0.25305179,-1.006189078,-0.062258161,-0.116772973,0.85977876,-1.086619688,1.108046128
0.22,0.43,0.02,0.15,0.18,1.165539617,-0.108343819,0.370448489,-0.538408724,-1.100342711,0.479099265,1.22966453,-0.937237919,-1.569336421,1.273144089,-0.171372212,0.899925434,-0.452038225,1.125703673,1.021945821,0.252627105,-0.876171282,-0.90524255,-0.194033549,-0.578385551,-0.866269065,0.574264375,1.281120954,-0.609452981,0.854584485,-1.137822442,0.853897081,1.691427217,0.60153372,0.266032477,-0.430466432,-0.35352848,-0.437115998,-0.010597352,-0.775147378,0.550276906,0.527921895,0.949936555,0.558326562,-0.16741905,-0.775033672,0.522800534,-2.493417961,-1.222617466,-1.238124504,0.778198759,0.954733173,-1.27247366,-0.473338111,-1.008870307,-0.680204058,0.000737956,-1.752761163,-0.960378605,-0.117697229,-0.208935202,-1.72987487,-0.65711001,-0.959141411,-1.388213747
0.04,0.36,0.06,0.5,0.04,0.178552865,1.104936104,-0.439587756,-0.282309203,-1.078408694,0.910914234,-1.223265185,-1.864710619,0.346831174,0.723347004,-0.341949394,-1.304989951,2.887537558,-1.281220571,-0.575900451,0.719744248,0.882652446,-0.158681542,0.150749126,1.213219048,-1.441419069,0.30137735,0.17009537,1.608990882,-0.205221631,-0.209017205,0.749786673,1.243737208,1.301278753,-1.241014479,1.373876986,-1.162688893,2.170488944,-0.749175977,-0.063357267,-1.816550522,-0.837495861,0.155710466,0.808558949,1.75904706,-0.153486646,0.145045491,-0.283494352,1.802262684,0.368338085,-1.745597946,0.161058485,-1.867576744,1.376471786,-1.362999901,-0.704898498,-0.901965798,-1.30432191,-0.47069081,-0.260476238,0.145029228,-1.289649657,-0.762040955,1.085785097,0.366506462
0.01,0.13,0.4,0.22,0.24,0.210399111,-0.184493233,0.782410922,-0.005168641,-1.253629679,-0.197968245,0.789395094,0.751481211,-0.961771086,1.01298924,0.929399255,-0.298610551,-0.467621469,0.103550806,0.976955504,-1.235039447,-0.876171282,-1.202484432,0.784540809,-1.583223453,-3.153333613,0.443697643,-0.577321841,-1.030228249,0.329729422,0.793410362,0.048765382,0.490163902,-0.190714328,1.650676269,0.201906882,-0.185652875,-2.051092969,-0.026505852,-0.176341759,-0.575952713,-1.390521934,-0.546395041,-0.184037812,1.002547992,0.333233347,-0.907960457,-0.510371517,1.172523885,0.200544181,-1.140017409,-1.805663934,1.247785384,-1.735247772,0.508134941,1.451152713,2.23045409,-0.494525643,0.519566731,-0.393228632,2.261087988,-0.495150984,0.734505553,1.642007166,0.760957101
0.22,0.01,0.43,0.29,0.05,-0.733261934,-0.068991437,0.442089785,1.125436599,-0.187653186,-1.362917815,-0.095821966,-0.321501872,0.350477229,0.690768197,-0.667642084,0.199693813,0.464775969,3.024059219,1.087913217,0.34909695,-0.264997014,0.636267679,-0.168681882,-1.850467575,-0.435282547,1.560030425,-0.737010001,-0.639917527,-0.563083558,-1.563857541,0.515328017,-0.124659343,0.150546797,0.802206336,-0.387988292,-0.48908803,-0.055891673,-0.348281778,-0.300905028,-1.236787962,0.549980897,-0.116432018,1.095977959,1.034105109,-0.640206639,-1.164982565,-1.384766328,1.265149774,-0.253389887,-0.081782774,1.019402963,1.376062042,0.363151153,-0.211905467,-0.241549695,-0.411130773,0.410123982,-0.129723012,0.398071888,-0.417131746,0.392594241,-0.051086238,-0.256660209,-0.094993902
0,0.5,0,0.5,0,-1.845782143,0.888923897,-0.662005503,-0.674874901,0.68945635,1.952581778,-1.064206806,-0.565599908,0.746571378,-0.191237594,-0.821760065,-1.759651972,-1.241156392,0.315705204,-0.565411911,0.770517851,0.04059012,0.269899777,-0.199103883,0.252209182,0.265339106,-0.880877579,0.170443654,-0.064736483,-2.57832508,0.807349884,0.019836481,0.468221524,0.478474153,-0.480674825,-0.811881028,0.252082763,-1.193911221,-0.055353265,2.238138053,-0.030970956,-1.091691392,-1.821818065,0.158477096,1.580078106,-1.420413194,2.941726866,1.461983886,1.305717568,0.503401242,-1.063247927,-0.616362299,-0.646684788,-0.45796147,-0.700133058,-1.561330282,-1.588323535,-1.715962631,-1.598786397,-0.87905159,-1.27310138,-1.693876627,-1.407871166,-0.341431334,-0.485451848
0,0.5,0.19,0.15,0.16,-0.151142184,-0.389943329,0.195092179,-0.977865883,-0.417625496,0.042694008,-0.35884007,-0.553619636,0.596751667,1.273144089,-0.468136608,0.381428345,-0.363733175,0.13163744,-0.558511556,0.531881919,0.448039633,-2.578092215,0.140608459,0.677661826,-0.219144742,-0.817510554,0.557212905,-0.190760759,0.113757089,0.271828637,0.639116805,-0.42639433,0.685842024,1.836633076,0.318144135,0.302865133,1.215670986,0.712284887,0.185891154,0.178827836,-0.420270519,-0.528513401,-0.598562935,0.274554939,0.418717042,0.372469446,0.327314229,0.650301465,0.167579084,-1.128583656,-0.745701878,0.768131292,-0.109936832,1.13046053,-1.032964719,-0.146377335,-1.529227224,-0.974887873,-0.845896913,0.24215731,-1.510555177,-1.216156329,0.103906502,-1.606710489
0.1,0.25,0.33,0.04,0.28,-1.285016659,-0.785000355,0.089878392,-0.31176666,0.889457751,0.0236771,-0.574036702,-0.330487076,2.968013209,-0.668267419,0.039106066,1.287495495,1.295882321,1.025394265,-0.998754223,-0.021550348,1.480245064,-2.426014973,-0.138259881,-0.009690058,-0.239340521,1.067658424,0.084243393,-0.030886988,-0.641668563,0.149485647,1.754561432,-1.4261371,0.769178074,-1.121779397,-1.230619512,1.286196486,0.029979298,-0.780356637,-1.571523505,0.604985499,1.411488327,2.041520249,0.605462782,0.514545943,1.319988202,0.647388112,0.177355802,-1.452306222,0.57542451,0.37903829,-1.434590757,-2.328240859,-0.799835452,0.088862134,1.127023286,0.820689359,0.061795021,0.29104576,0.140454706,0.335042667,0.050848803,1.600295612,2.053256461,-1.927640486
0.12,0.03,0.5,0.27,0.08,-0.063873596,0.638840363,-0.381934997,0.479376462,0.065676341,-0.183213747,0.303903177,0.834344757,0.086635436,1.200376828,-1.435239405,-1.110227854,0.066970377,-0.096064916,0.50027896,-1.458443298,0.407294682,-0.881048443,1.347347824,-1.768156386,0.133421996,-0.497864798,0.399092023,1.256435366,0.38771315,0.573084714,0.023873072,-0.578025986,0.213743301,1.510128636,-0.792152687,1.016336452,-0.138553941,0.228030148,-0.19925555,0.656599715,0.337663003,0.65559271,0.316675703,0.641558981,-0.181011501,-1.422693002,1.075308751,-2.39380735,1.136065503,-1.861977214,-1.412803609,-1.457594484,-0.328285132,-1.992602125,-0.260398591,0.859631642,0.994786372,-0.608528856,-0.678652962,0.188517152,0.966345977,0.986661786,0.222766167,-1.619376967
0.19,0.32,0,0.49,0,-1.331428242,-1.298284883,-1.902988625,-1.382655424,0.402890927,-1.399312243,1.490083642,1.396918348,-0.974698008,0.558550559,0.4301368,-0.06411438,-0.655486134,-2.172971207,-0.411671995,-1.783394353,0.903024922,0.708849999,1.18002682,0.192346499,-1.590738925,0.004216667,-1.179678816,0.003222889,0.347465621,0.258971796,-0.653937822,-1.080626523,-1.5331192,1.329451965,-1.302245832,0.114634612,1.22239398,-1.15982739,0.474507418,-1.241738966,-1.365533221,1.99008542,-0.545332586,-1.033496284,0.683783631,0.828281015,0.470271441,-1.465320746,1.687020068,-1.010162647,0.296622963,0.885969751,-1.337505328,-1.38171125,-2.335566566,-1.969092525,-1.422945749,-1.138117138,-0.415955628,-2.233320812,-1.406207846,-1.906915132,-2.189416125,-0.403945817
0.18,0.43,0.07,0.07,0.25,0.427397949,0.577682333,-2.100526759,-1.484654372,0.905782688,-0.511091476,-0.909306815,-1.471607954,0.146961072,1.161377381,-0.984855792,1.249715556,-0.830364762,-1.501399721,1.198042888,-1.346741372,-1.195340067,-0.525049444,0.997494815,-1.37691099,-0.175315604,0.9519114,-1.789523893,-1.0484549,0.022347447,0.189544856,-0.775876506,1.206402416,1.169885581,-0.040695452,-0.100416617,0.082318558,0.154354689,-0.173288278,0.032198118,-0.86187319,0.904475953,-0.567189981,-0.942197172,0.312562959,0.740064127,-1.074260782,0.972088156,-0.744480281,0.03118795,0.962363845,-0.000788902,0.316396238,-0.538432557,0.165093554,0.426512429,0.44208383,-1.41311757,-0.960378605,0.079893946,0.026081421,-1.396534309,-0.811067268,1.283112723,-1.321990097
0,0.06,0.4,0.5,0.04,0.059931771,1.09454435,1.702856696,2.226985165,-1.160200812,-2.063920399,-0.841213195,0.535087554,0.504605915,0.057502783,-0.020246813,-0.728520198,-1.375345438,1.150279478,0.568454471,2.654218502,0.53632036,-0.663301482,-0.614871227,-0.764387461,-1.220339744,-2.50338002,-0.404747178,-0.670121692,-1.214547796,-0.104944463,-0.332019695,0.34562804,1.455311552,1.022724037,-0.717327177,-0.209994838,0.14060311,1.422652439,0.046580179,-0.21292035,-0.803373342,-1.400996779,1.196593267,0.159223265,0.506214751,0.897939926,0.970006714,-1.602618108,0.492152489,0.72613435,0.573630992,-0.913676302,0.288318167,-2.704326378,1.587151074,0.729012735,1.22997699,-0.32559813,-1.727971728,1.25010739,1.197083616,0.725285679,-0.232219369,0.603727562
0.43,0.06,0.06,0.33,0.12,-0.685739435,-1.718895404,-0.036717873,0.102842033,-1.284186611,-0.092391616,-0.501784693,-0.808449999,0.513555322,0.232049089,-0.803804572,-1.015126629,0.551782415,0.079978095,0.713361932,-0.844082708,1.391964336,0.7123063,0.018920456,-1.762811503,0.283816095,0.59930457,-0.185676616,0.558094235,0.829071645,-0.715576727,1.201043901,-1.034558446,-0.74976033,-0.093592819,1.991853943,-0.306103622,-0.058489193,-1.273944363,0.968860276,1.137961072,-1.08324693,0.625856949,-0.640226876,-0.607300854,0.937996924,-0.319989689,0.353805307,0.776694768,0.337325897,0.266129983,0.194949605,1.054867351,-0.128901355,0.134947492,-0.482887138,-0.015487995,0.666342332,-0.503336663,-0.104595785,-0.625934394,0.644106196,0.692357558,-0.113359704,0.177748407
0.29,0.19,0,0.45,0.07,0.663776092,-1.718895404,1.783590541,-0.937386929,-1.062334911,-1.337015474,2.320202047,0.002464641,-0.456626749,1.273144089,0.411682543,0.269391286,-0.868024269,-0.188851118,0.700665278,-1.169033764,0.081335072,-1.116076908,1.124253152,1.576671054,-0.808474761,0.04765374,-0.668049793,0.431028436,0.801239455,0.682435527,-0.583633863,2.511045988,-0.632812073,-0.083416556,-1.729870957,-1.691077358,0.305622056,-0.109230052,-0.137583324,0.037600449,-0.443363536,-0.712955483,1.89692059,0.338366568,1.361611153,0.2316373,0.034871645,-1.499674399,0.777823954,-2.133733011,-1.755864738,-0.662404966,-0.150941207,0.49462119,-0.793893916,-0.675613778,-1.091073274,-0.376380568,-0.393228632,-0.676240982,-1.080637831,0.45673856,-0.86588031,-0.150065545
0,0.28,0.22,0.5,0,-0.597483366,1.787895836,-1.180780412,0.438095944,0.885941611,-0.570765222,0.064276011,0.513123722,1.18376651,1.273144089,0.745854216,1.342862646,-0.771061861,0.899004411,-0.92119423,0.856832975,-0.31253279,-2.446752778,-0.052064212,1.496497818,-0.15769801,2.234327109,2.44874267,0.48206306,-0.241376191,0.453313093,1.151091088,0.969402902,0.55111541,1.00390755,-0.69155592,0.052310794,0.789219246,-0.837627237,-1.545440785,-1.36588539,0.921364876,0.422126806,-1.166684975,0.292076985,0.145034949,-0.991661283,0.465540892,0.56494495,-0.778800409,-0.795167264,-1.342254748,2.381901953,0.187344892,-0.424313922,-0.844237169,-0.21452633,0.464978936,-1.645941518,0.750875077,0.059265586,0.446512314,-1.246303853,-0.441896051,0.583764092
0.18,0,0.43,0.31,0.08,0.04845231,0.311755632,-0.966256196,0.696600156,0.738682312,-0.426826899,0.714024293,0.85081763,-0.833827704,1.273144089,0.793236767,-0.086912619,1.699748064,-0.403011704,1.437899238,-0.077401311,-0.550211672,-0.424816716,-0.75177023,-0.485384597,-0.891191516,-1.02881914,0.959654931,-0.009015006,2.037998267,1.670382231,-0.381804317,-0.802362238,-0.217242971,-0.588389609,3.004575456,-1.950235322,1.750454608,1.113179086,0.22148066,0.370926788,1.187623923,0.772225203,-0.846681032,-0.887653585,0.124111584,-0.014646874,0.058713615,-2.077120607,-0.770363844,-0.489926906,-0.091395773,0.498373026,2.751656034,0.886866494,-0.262426637,0.568375817,1.638646401,-0.300206911,1.01437454,-0.000435607,2.473831883,0.701723779,-0.897524766,0.212856579
0.35,0.02,0.26,0.19,0.18,-0.151882794,-0.711576648,-2.310055069,1.305587984,-0.967817714,0.62992302,-0.009015595,0.719034642,1.619304345,-0.142250484,1.202222994,-0.097986049,0.266522475,1.52944904,-2.278356109,-1.702156589,0.916606572,-1.814249702,0.378914132,1.199322353,-1.240105825,-0.437563919,-0.63548525,-0.833640794,-2.239290811,-0.819649469,1.591920456,-0.79177313,0.578199626,-1.489372899,-2.574990436,-0.463696845,-0.367594127,0.590743947,1.025779109,1.247006933,-1.242313015,-0.57623126,0.314934523,-0.126795799,0.005396662,1.818373678,0.33885677,-0.235037889,-2.494313413,1.12631569,-0.788930346,-0.728178194,1.15863604,0.087822615,-0.268868664,1.162786498,-0.228707676,-0.300206911,-0.647102544,-0.21120809,-0.234282657,1.281990443,-0.353265846,-0.29559236
0.34,0.12,0.02,0.49,0.03,-2.370751459,0.935601613,-1.162695231,0.878354667,0.759946588,0.522051248,0.43541223,0.066858602,-1.043310133,-0.808094705,-1.759934568,0.817200396,-0.52908871,-0.293674449,-0.890004624,1.547353968,-0.027318132,0.169667049,1.286503822,1.630119879,-1.153092097,1.752686621,-1.01232841,-0.556595692,1.341647801,-0.533144925,-0.803123495,0.685461982,0.661813463,0.346386554,-0.956910995,1.257237944,-1.311716413,-0.351251364,1.123162721,0.469327991,0.213753453,-0.443424924,-0.709127841,-0.361381993,-0.838810775,1.168728617,-0.8931676,-0.709188644,1.687020068,-0.083416167,0.854443126,-0.174073336,-1.127870457,0.283945267,-1.055869707,-1.199982436,-0.094084475,0.200362835,0.498872799,-0.5310792,-0.102183376,-0.520860763,-1.480245851,0.366093425
0,0,0.38,0.5,0.12,0.280757096,0.412095688,0.163518051,1.403779506,1.032028863,-1.095041711,0.085587755,0.842581194,0.86059346,-0.985019027,1.568315543,1.666597638,-0.587093007,0.053897649,1.293819819,0.288168627,-0.658864876,-0.480117532,0.312999797,-1.531912581,0.535403938,-0.096966163,-0.184631764,-0.054581635,-1.520156151,-1.023870233,-1.62473794,0.336676423,0.289856893,0.517558979,0.668810956,0.038461056,-0.620317587,-0.578000517,-1.008429274,-0.110805894,0.945664245,0.995544782,-0.219483255,1.060780463,-0.677130225,-0.432462673,-0.728260637,-0.557235287,-1.562776025,0.743284979,0.124746571,-0.406103173,1.24372012,1.726105121,1.957567663,1.74665031,1.106096218,0.998372574,2.12692783,1.506792212,1.075609368,1.583172989,0.522359413,1.944584378
0.24,0,0.26,0.5,0,0.072028407,-1.311402344,-1.097049023,0.184401114,-2.04074277,-0.984219038,0.816944421,-0.597796888,-1.309472143,-0.990488461,-1.364414961,0.003628959,-1.375345438,-1.284229853,1.437899238,-0.427739168,1.731505597,1.047567493,0.68313414,0.382624314,1.092291801,-0.595470456,-0.071787786,0.854147131,0.720198668,-0.595263765,-1.935891824,0.992109442,-0.431694406,-0.66461558,0.474726735,-0.679416997,-0.06674014,-0.519245124,0.522772638,-0.071816738,-0.599844582,0.840738002,-0.753403552,1.412528992,0.640818004,0.053084716,0.383229326,0.419322982,-0.517579358,-1.403810414,-1.805663934,1.966134668,1.080727727,1.726105121,-0.741999805,-1.379549629,0.912961065,-0.039040087,2.213557791,-0.351672571,0.886103197,-0.0190362,-0.417197938,1.018692388
0,0.5,0.16,0.17,0.17,0.256070084,0.182795663,-1.032302077,1.693945473,1.032028863,2.345707175,1.087759505,-2.054647843,2.338240085,1.273144089,-1.074633256,-0.113619127,0.051387133,0.591556076,-1.802783622,0.217085584,-0.271787839,-0.518136842,-0.427268888,-1.693328031,-0.100763101,0.200705545,-2.055786921,0.28339256,0.166010661,1.496476544,-0.6968266,-1.208023314,0.403471708,0.015658005,0.291306482,-1.666315706,0.565526896,0.475142181,1.797900745,-0.915467807,0.776085668,-0.371396072,0.676975517,0.208912649,0.204448356,-0.23504987,-1.667369368,0.144259265,-0.275809277,-0.327200106,1.425404742,1.195720152,-0.498965846,-0.985654375,-0.287956154,0.366903589,-2.527358834,-1.069198115,-0.313149393,-0.913530493,-2.489961126,-0.714478114,-0.156838672,-1.023501795
0.27,0,0.14,0.4,0.19,0.760425745,-0.593008433,-0.041014352,0.650710648,0.288700089,-0.695358759,1.340381637,-0.383649532,1.622287481,-0.907257934,-1.784872753,1.284238604,-1.363225137,-1.053016668,1.055067526,1.17162931,-1.073105213,0.297550185,-0.178822549,1.062493362,-1.430461785,1.752431108,-0.86970616,-0.220183782,0.043085157,2.091545265,-0.902524546,0.149893296,-1.196997132,-0.185563197,-1.397688347,0.353647504,-0.079422152,-0.401522224,-0.137705206,1.114320028,-0.880235177,0.976658556,-0.782008646,-0.43975174,-0.062072799,0.339154314,0.345384929,-2.097873496,1.332371872,-1.100815971,-1.001614413,0.730277102,1.109430789,-0.032415124,1.941343297,1.303140976,0.824278889,2.104704259,0.678817131,1.205710311,0.799041366,1.199304273,0.291972335,1.533199208
0.1,0.28,0.19,0.4,0.03,1.164058396,0.231006589,-1.012917961,-0.084122641,-0.952748542,1.05157378,-0.933217552,-1.328343872,-0.385362948,0.094837619,1.140376296,-0.361794241,0.174754482,0.303668075,0.109166822,0.191698783,0.325804779,-1.606871645,1.139464152,-0.700248871,1.437123986,2.374347792,-0.247497005,-0.45660949,-2.394960067,1.412568742,-0.197971238,1.047784132,-0.283634024,1.836633076,0.093489872,0.215989508,-0.462632816,-0.794780344,-0.680323284,-1.725823375,-0.740298384,-1.022970878,-0.127822584,-2.043236858,-0.44630187,0.116823996,-1.23367257,-0.468126836,-0.935579909,0.426202519,-1.442890623,-1.158030759,-1.605571434,-0.596874135,-1.201411812,-1.397668608,-0.565151397,-1.011161043,0.824136216,-0.47971193,-0.564610149,-1.527436832,-1.463265899,-1.02267572
0.12,0.15,0.29,0.32,0.12,1.001864725,1.281255217,0.274826843,1.067924422,1.032028863,-0.115015179,-0.473715567,-0.891313544,0.61597632,-0.451630245,-0.491079738,1.875690057,-0.081936178,0.170256562,1.223712209,1.511812447,-0.991615311,0.252618272,-0.320791886,0.457452668,0.290906103,0.106677057,-1.593265926,0.647404827,1.111759373,0.431118126,0.412394948,1.991852211,-0.415443876,-0.109433229,0.49090042,-0.379339354,1.447919873,-0.092260985,0.220993132,0.833969431,0.272692349,0.224524641,-0.187022691,0.85182353,-1.102422798,0.402342931,0.475569657,-0.14815715,-0.258467449,-0.577313443,1.294336025,-0.3046137,1.324191207,-0.837349613,0.88318061,0.058069651,0.71456898,0.330946247,-0.362346655,0.989028318,0.691205219,0.414883259,0.459327772,-0.001922826
